@RELATION NASA

@ATTRIBUTE host STRING
@ATTRIBUTE date DATE "dd/MM/yyyy" 
@ATTRIBUTE time DATE "HH:mm:ss"
@ATTRIBUTE method STRING
@ATTRIBUTE protocol STRING
@ATTRIBUTE status INTEGER
@ATTRIBUTE file STRING

@DATA
blv-pm11-ip17.halcyon.com,8/1/1995,00:22:52,GET,HTTP/1.0,200,/shuttle/missions/sts-70/mission-sts-70.html
pm6a3.sover.net,8/1/1995,00:23:04,GET,HTTP/1.0,200,/shuttle/missions/sts-69/mission-sts-69.html
ppp3_069.bekkoame.or.jp,8/1/1995,00:23:06,GET,HTTP/1.0,200,/shuttle/missions/sts-70/movies/sts-70-launch.mpg
pm9.j51.com,8/1/1995,00:23:12,GET,HTTP/1.0,200,/history/apollo/apollo-1/apollo-1-info.html
ppp3_069.bekkoame.or.jp,8/1/1995,00:23:17,GET,HTTP/1.0,200,/shuttle/missions/sts-70/images/images.html
pm9.j51.com,8/1/1995,00:23:35,GET,HTTP/1.0,200,/history/apollo/apollo-1/images/
pm9.j51.com,8/1/1995,00:23:38,GET,HTTP/1.0,200,/icons/blank.xbm
pm9.j51.com,8/1/1995,00:23:41,GET,HTTP/1.0,200,/icons/menu.xbm
pm9.j51.com,8/1/1995,00:23:42,GET,HTTP/1.0,200,/icons/image.xbm
133.43.106.47,8/1/1995,00:24:18,GET,HTTP/1.0,200,/
dd09-012.compuserve.com,8/1/1995,00:24:20,GET,HTTP/1.0,200,/facts/about_ksc.html
